formula,gen,out_of_range,tc_ideal_K,tc_hw_K
Nb4.78Sn2.06,random,False,2.5,2.71
Bi2.52Cu0.3O4.95,cuprate,False,4.75,4.58
Sr5.5La2.39Cu1.39O1.19,cuprate,False,43.03,39.23
Nd2.45Ca5.69Cu3.3O5.2,cuprate,False,57.0,53.23
Fe5.11P0.57Nd5.52,iron,False,8.65,8.37
Sr4.19Cu4.11O1.05,cuprate,False,35.9,34.29
Ba0.27F0.73,random,False,11.54,10.5
Ca3.74Cu3.99O5.0,cuprate,False,45.05,43.69
Sr2.25Cu0.29O2.52,cuprate,False,40.94,38.02
Bi2.94Cu1.35O2.67,cuprate,False,8.15,7.84
Co2.67F1.13Ge2.02,random,False,5.78,5.41
Tl5.43Cu0.15O4.09,cuprate,False,16.92,15.83
Hg1.15La3.34Cu0.71O2.31,cuprate,False,46.39,42.15
Cu3.04O2.24Y1.55Ti0.9,random,False,50.33,44.6
Te1.55As5.91Pb3.06,random,False,4.38,4.45
Fe1.06Se2.23Y5.34,iron,False,8.23,8.28
Nb0.55Ca1.89Mo5.83,random,False,5.38,5.47
Bi3.64Hg0.93Cu0.69O0.53,cuprate,False,18.71,17.66
Ba3.1Cu5.7O0.19,cuprate,False,31.79,28.82
Fe2.85Te1.07Hg3.94,iron,False,7.6,7.07
Zr2.85Fe0.55,random,False,7.37,6.11
Fe0.56P5.13Y1.98,iron,False,7.57,7.84
Tl1.98Hg0.82Cu2.0O4.72,cuprate,False,49.36,30.29
Nd0.13Cu1.9O5.53,cuprate,False,19.61,19.17
Fe0.2As2.86Sr0.98,iron,False,7.12,7.08
H0.92Y4.5,random,False,10.67,11.09
B2.52Mo5.35Tl0.68Cu1.55As5.25,random,False,13.6,13.63
K4.06Ge5.27O5.67,random,False,7.23,6.88
Te0.35Co0.44,random,False,2.85,2.84
Ge5.65S3.37,random,False,3.49,3.76
B4.64Sr0.35,random,False,16.49,17.48
Fe3.83P0.55Hg1.44,iron,False,11.03,10.45
Y5.79Pb5.19Tl2.76Te3.48C1.24,random,False,9.18,8.53
Se5.78Sn1.55Tl5.93Co2.47,random,False,4.4,4.27
Nd5.06Hg5.93Cu5.0O4.68,cuprate,False,55.47,51.84
Ca0.34Hg5.94Cu4.68O0.19,cuprate,False,35.36,32.28
Zr1.89B4.32Sr5.46Hg3.91,random,False,12.56,12.9
Hg0.21Cu3.61O2.92,cuprate,False,36.96,36.35
Ca3.97Cu1.14O4.36,cuprate,False,45.81,37.93
Y5.15P4.12,random,False,5.41,5.06
Sr3.54La2.64V1.32F4.95Se5.35,random,False,13.16,12.28
Bi0.52Cu1.3O4.95,cuprate,False,8.74,8.46
V1.81Ba2.79,random,False,3.03,3.03
Hg0.89Nd5.77Cu5.66O5.87,cuprate,False,54.7,49.51
Tl3.03Cu4.76O5.88,cuprate,False,30.33,26.48
F0.85Mo0.38V3.85Mg3.0Bi1.5,random,False,17.43,16.72
Ba0.76Cu5.09O4.48,cuprate,False,45.36,41.02
Ti3.74K4.83Sn4.34,random,False,3.97,31.57
P3.27Bi3.84La0.44Si3.14,random,False,6.5,6.89
O5.96B3.65H1.6Ni0.86Mo1.97,random,False,8.95,8.31
Te0.23V0.94Fe0.24,random,False,6.77,7.26
O1.03C5.61,random,False,5.33,5.28
Mg2.97Hg0.6P0.58K2.85B2.22,random,False,25.54,25.15
Ca1.76Ba1.25Cu5.43O3.47,cuprate,False,53.4,51.41
Pb1.17K3.78As0.62La2.07Bi4.24,random,False,4.49,4.76
Cu2.72Mg1.81Zr0.41As5.34S3.95,random,False,21.58,20.29
Sr1.64Cu2.22O4.31,cuprate,False,48.61,47.01
Ni2.36K1.95Se3.67,random,False,2.88,2.88
Te0.88Ba0.96Y5.63Si5.55,random,False,13.6,13.55
Bi1.2Zr0.17Y3.01Si4.2P3.05,random,False,15.16,14.89
Fe3.75Te3.01La0.23,iron,False,5.65,5.56
Fe2.34Se3.6Tl3.6,iron,False,5.38,5.47
Fe4.64Si0.79C1.81Nb3.01F4.01,random,False,5.88,5.7
Bi1.16Y3.89Cu4.88O0.22,cuprate,False,35.54,32.18
H2.74Ba3.35Cu5.45,random,False,43.23,41.22
Fe2.37P3.02Sr5.23,iron,False,10.03,10.45
Fe0.21Te2.96Sr2.74,iron,False,6.71,6.62
Nd4.87Cu1.95O2.51,cuprate,False,26.59,23.23
Ba2.09V0.15,random,False,4.38,4.48
Bi0.15As2.9Ni2.17H4.85Cu2.86,random,False,15.33,14.48
Bi2.26Cu3.63O5.31,cuprate,False,10.76,9.4
Y2.11Cu2.41O3.29,cuprate,False,36.48,34.04
V4.98Ca2.36Te0.96Y3.33,random,False,14.53,19.13
Ca2.3Ba4.6Cu1.39O1.73,cuprate,False,45.92,41.12
Tl4.41As5.22,random,False,2.66,2.92
Y2.58La5.24Cu1.55O4.65,cuprate,False,35.95,35.98
Hg5.19Sr4.37Cu5.38O0.14,cuprate,False,40.33,40.05
La4.6Ba0.92F1.88,random,False,17.59,16.94
Fe0.23As1.35Y2.01,iron,False,7.32,6.94
Mg0.37Nb4.25,random,False,7.62,7.82
Pb1.63Bi4.58Y5.67Si4.19,random,False,7.42,7.35
Te4.61Sb5.68,random,False,2.41,2.6
Tl2.4Hg4.93Cu3.6O1.13,cuprate,False,44.44,42.88
Rb5.76Se5.24Ge5.37,random,False,3.32,3.42
Ca4.99Cu4.75O0.8,cuprate,False,31.17,31.39
Mg1.06Ti3.98Cu2.7Y3.56La5.74,random,False,17.61,16.26
Fe2.89As0.21Hg4.61,iron,False,7.28,7.59
Fe5.67P4.63Hg0.5,iron,False,11.06,10.83
Ba1.05Nd5.75Cu3.03O4.74,cuprate,False,44.01,39.56
Ba5.27Cu0.6O4.09,cuprate,False,39.47,38.59
Hg3.21Cu3.51O4.4,cuprate,False,38.72,35.66
Sr0.11Cu5.83O5.95,cuprate,False,35.58,30.89
Fe4.43As2.19La4.5,iron,False,5.61,5.3
Ba4.26Cu4.16O5.15,cuprate,False,49.64,46.42
La0.89Cu1.25O5.3,cuprate,False,18.66,15.08
Y5.9Hg5.71Cu1.12O5.77,cuprate,False,46.87,34.99
La3.27Ba2.55Cu3.54O2.94,cuprate,False,52.98,49.47
Ba1.83Y2.76,random,False,2.63,13.09
Tl2.77Y3.93Cu3.29O2.99,cuprate,False,48.93,45.49
C0.92Hg5.79V1.97Pb0.88,random,False,7.75,7.49
Y4.37Mo1.08Ti0.98Fe5.66Mg4.77,random,False,9.15,9.69
Sn0.52Rb1.02Zr5.31Ba0.6,random,False,4.07,4.15
Tl5.59Cu5.42O2.75,cuprate,False,27.98,28.42
Bi3.69La3.04Cu5.68O1.33,cuprate,False,25.87,26.07
Hg1.48B1.56,random,False,7.96,7.99
Fe0.54Se1.99Sr4.29,iron,False,10.06,9.96
Y2.44Si2.33Nb5.09Rb0.84La1.13,random,False,7.18,6.93
Ba4.02Cu0.52O4.78,cuprate,False,41.68,37.79
Tl1.35Cu2.75O4.96,cuprate,False,28.28,28.9
Fe2.77As5.55Tl1.56,iron,False,4.79,4.54
Sr5.82Y5.01Cu1.87O4.37,cuprate,False,50.41,47.42
Fe2.36Te1.14Y0.87,iron,False,8.52,8.54
Ni3.58Te4.04V0.63Tl3.56Ba4.76,random,False,7.46,7.79
Fe4.0Ca0.88As5.25Si0.36,random,False,10.13,9.66
Ti2.43Fe3.31,random,False,5.1,5.35
Fe0.5P1.37Ca5.39,iron,False,16.46,16.14
Y2.62Bi3.13Cu1.64O4.2,cuprate,False,21.57,18.35
Co2.17Ca5.63,random,False,6.12,5.9
Sr5.77Cu1.9O5.55,cuprate,False,44.58,41.4
Ca3.6Y2.56Cu5.73O3.83,cuprate,False,52.91,52.18
Ba4.76La1.9Cu0.62O2.11,cuprate,False,43.2,31.35
La0.84Cu4.61O1.42,cuprate,False,29.89,29.34
Mo2.95Zr2.72F2.0,random,False,6.32,19.07
H4.09Zr3.2As4.74,random,False,7.11,6.8
C1.72Hg1.57F2.63Rb1.25Sn1.89,random,False,7.6,7.26
Fe1.37As3.73Bi4.14,iron,False,4.0,4.19
Mo1.41Bi4.71Ba2.86Hg4.91,random,False,6.69,6.28
La1.11Ca4.97Cu4.02O5.22,cuprate,False,57.5,54.91
Zr0.45Pb2.9P1.84Bi0.51,random,False,5.62,5.45
Sr0.54Bi4.01Ti5.02S0.44P2.55,random,False,13.87,13.1
Y2.63Cu2.65O4.73,cuprate,False,35.18,34.72
Ti0.57Bi4.36H4.85,random,False,4.39,4.39
Nd5.35Cu3.01O1.9,cuprate,False,27.8,26.16
Hg5.83Nb1.99As4.39Rb5.52Sr4.13,random,False,8.46,9.04
As3.3Nb1.85Cu5.98Bi5.28Ni0.76,random,False,7.03,6.96
Tl4.99Y1.49Cu4.34O4.1,cuprate,False,45.11,41.03
Bi4.48Y5.61K2.3Ca2.4,random,False,5.72,5.69
Fe4.4Te1.86Ba4.64,iron,False,9.72,9.63
Ca5.49Tl4.1Cu2.66O2.97,cuprate,False,48.53,41.63
Fe3.21Te2.14Bi5.79,iron,False,3.86,3.68
Ge5.35Pb4.1,random,False,2.79,2.93
Ti3.03Si3.87Rb4.36,random,False,9.07,8.55
Bi3.25La2.09Cu4.12O3.85,cuprate,False,21.11,21.21
Sr1.65Cu5.58K3.32V2.38Hg1.03,random,False,19.33,19.0
Fe3.83P1.03Hg2.11,iron,False,10.33,9.99
Fe1.55Se3.77Sr4.18,iron,False,9.39,8.39
Pb3.02Nb0.1Ni0.98Rb1.83Sr3.18,random,False,4.68,5.18
Sr5.03Cu0.85O0.64,cuprate,False,30.31,37.23
Tl1.09Cu4.38La1.74Y3.3,random,False,11.24,11.24
Zr2.42C0.81Mg2.42Bi2.73Te5.71,random,False,9.44,9.31
B5.61La5.88,random,False,8.67,8.79
Fe1.41Se3.37Hg4.06,iron,False,7.71,7.94
Fe1.88As5.46La4.64,iron,False,5.21,5.16
Fe4.92Te4.96Ca4.6,iron,False,11.64,11.79
Sb5.53Sn4.95Rb3.62Ni2.38Ti3.88,random,False,5.1,5.09
Ba5.16Cu5.64O0.79,cuprate,False,34.72,32.77
K4.19Se4.63,random,False,3.01,3.28
F1.61B2.22Sb3.89V2.67,random,False,6.5,6.47
Te1.75Y3.7Pb3.06,random,False,4.36,4.38
Cu4.14Co4.26C2.74,random,False,9.17,9.02
Nb1.81Ge0.73H4.48,random,False,4.46,4.5
Y4.9Ca0.89Cu3.07O3.28,cuprate,False,48.89,47.21
Nd1.2Cu1.76O3.47,cuprate,False,26.16,24.67
Fe4.58As5.03Bi1.61,iron,False,5.6,6.39
Ba3.08Cu4.62O0.47,cuprate,False,34.4,29.78
Sb4.24La4.6Cu4.68Hg4.83Mg5.34,random,False,27.8,25.78
O1.71Hg2.63Si0.72Tl0.6,random,False,15.05,13.66
Ba4.7Tl5.91Te5.58,random,False,4.7,4.92
Cu0.69Zr3.94As1.91,random,False,10.89,11.18
La4.45Cu4.55O2.43,cuprate,False,30.21,30.26
Y2.73Cu0.41O5.79,cuprate,False,23.05,17.84
Sr2.69Bi5.68Cu5.15O0.35,cuprate,False,30.86,30.56
Ba5.75Cu2.74O4.65,cuprate,False,45.96,43.31
La2.92Ca2.2,random,False,3.79,3.76
Si0.64V5.98Hg3.17Rb0.22,random,False,10.19,10.06
Hg2.48B3.14Co1.59Sn2.06Rb0.99,random,False,12.34,12.42
La1.5H5.34,random,False,5.0,4.86
Fe4.64Te1.89Sr1.0,iron,False,9.23,8.37
Ca1.23La2.89Cu5.04O1.98,cuprate,False,46.4,43.54
P4.32Fe0.66,random,False,4.97,5.0
Fe5.25As3.33Sr4.05,iron,False,7.41,8.04
La4.85Ba1.21Cu4.98O5.18,cuprate,False,48.7,46.37
Bi1.36La2.71Cu1.22O0.5,cuprate,False,23.89,22.69
Ca4.35La0.51Cu1.55O5.7,cuprate,False,58.5,50.13
Sb5.58Ca1.36Zr4.71Nb3.19,random,False,7.76,7.76
Fe2.48As1.76Bi5.61,iron,False,3.84,3.96
Fe1.55P3.41Nd4.05,iron,False,6.43,7.02
Mo5.91Bi5.45Ba3.67S0.85,random,False,9.57,9.65
O5.45V4.74,random,False,4.98,5.47
Y1.89Ba3.18Cu3.17O5.0,cuprate,False,60.01,53.62
Tl5.45Cu2.34O0.41,cuprate,False,20.24,19.75
Sn5.46As2.94Cu5.53Tl0.23Ca0.29,random,False,8.71,9.69
Y5.22Tl0.57Cu2.84O2.05,cuprate,False,46.82,43.84
Tl5.76As1.11C0.75,random,False,6.08,5.98
Fe1.66Se1.44Bi3.97,iron,False,4.38,3.98
Bi5.44Cu0.13O2.74,cuprate,False,5.22,5.25
La0.29Ba2.47Cu3.28O0.88,cuprate,False,46.11,41.1
Fe2.43Se4.95Ba4.11,iron,False,9.41,12.24
K5.18S4.36Y1.87,random,False,6.37,6.65
Bi2.84Cu0.46O4.4,cuprate,False,5.26,5.31
Y4.07H0.11F2.02Te4.49Cu2.51,random,False,15.29,14.49
F4.56Co1.11As1.17Cu1.32Ca4.58,random,False,36.27,33.05
Ni3.74Zr3.28,random,False,2.86,2.75
Y1.08La3.52Cu2.64O1.98,cuprate,False,42.07,38.32
Ba1.5P5.9,random,False,5.7,5.56
B5.34Tl0.74,random,False,10.22,9.9
Bi3.55Te3.76C0.29K2.16Hg3.0,random,False,9.11,8.74
H0.17Pb0.54Fe5.17,random,False,12.95,12.68
B3.19C2.39Se2.32Pb0.5Sb3.64,random,False,5.82,6.1
Fe1.29Se1.27Hg5.82,iron,False,7.57,7.13
Co0.92F3.13,random,True,8.21,7.55
Hg1.88Ca5.1Cu0.13O2.92,cuprate,False,49.1,48.72
C5.42Mg0.82K1.77,random,False,11.37,11.34
As1.73Rb0.95Mg0.84K3.96,random,False,6.05,6.96
As5.07Hg3.12H4.23,random,False,7.62,7.46
Tl3.93Bi1.75Cu0.92O1.54,cuprate,False,18.86,18.07
La1.05Fe5.53Nb0.15Ba5.93,random,False,5.14,5.24
Si4.49F0.91Fe3.39Tl4.17K5.74,random,False,18.73,17.64
Bi1.89Sn4.06Si2.39P1.13Zr0.35,random,False,7.69,8.15
La1.42Cu4.55O3.22,cuprate,False,32.2,27.86
Co1.21Sr2.17S3.15As0.75,random,False,10.29,9.59
F2.19Rb3.62Hg3.27Se1.15,random,False,18.58,17.33
La4.44Tl3.37Cu4.44O0.77,cuprate,False,38.17,37.3
Fe5.54As0.53Nd2.72,iron,False,7.52,7.4
Hg4.81Ca0.25Cu0.25O3.32,cuprate,False,42.09,41.64
Sr0.11Co3.24Sn0.42V3.62,random,False,5.63,5.87
Hg2.95Cu2.01O0.48,cuprate,False,29.72,28.86
Cu2.14Ba2.04Y2.17Co4.36,random,False,12.22,11.98
Ba4.33O5.77Ti4.89,random,False,21.64,20.38
Ti1.96Pb5.34Ba5.88Y3.63B3.36,random,False,8.79,8.67
Tl5.62Y1.04Cu1.45O0.44,cuprate,False,28.72,28.36
Ca1.93Bi5.6Cu0.31O2.99,cuprate,False,19.31,17.67
S2.4O5.59Mo1.57,random,False,4.74,4.45
Se5.08Nb5.66V1.81Fe5.14Mg2.35,random,False,14.19,13.97
Bi2.76Cu1.1O3.68,cuprate,False,6.92,7.09
Co4.88V2.81Bi4.11F2.48Te5.83,random,False,11.26,10.68
Hg3.31Cu3.16O5.66,cuprate,False,39.01,38.71
Ca3.23Y3.98Cu1.44O4.94,cuprate,False,54.0,51.42
Ca0.85Bi4.04Cu1.59O3.36,cuprate,False,20.89,21.85
Fe0.57As5.43Ca3.99,iron,False,10.05,9.92
S5.58V4.06C0.64Zr2.31,random,False,6.97,6.9
Tl4.01Ba2.76Cu4.33O1.25,cuprate,False,49.05,39.98
Fe0.75As3.39Bi2.43,iron,False,4.3,4.3
Y4.76Tl2.93Cu4.79O3.66,cuprate,False,50.68,46.23
La3.96Cu2.78O4.38,cuprate,False,27.25,25.01
Fe2.89As4.29Hg3.46,iron,False,6.9,5.99
Ba0.34Cu3.63O0.46,cuprate,False,30.13,27.39
La3.17Y4.3Cu5.82O1.72,cuprate,False,44.8,63.71
Y1.18Mo5.7Se2.05Sn2.68,random,False,6.92,6.54
Mo0.56Fe2.29Sr4.76,random,False,4.67,4.85
Fe1.44P2.66Bi3.27,iron,False,4.94,5.0
Fe3.84Y1.29,random,False,6.06,5.66
Ni4.23V1.52S5.86P3.71Sn0.28,random,False,4.64,4.81
Nb0.9Hg0.44V1.71Ti3.98S5.64,random,False,15.9,14.51
P4.3Ni3.25Fe2.78Ge3.73Ca4.02,random,False,15.02,14.48
Nb2.91Y0.8Se2.67,random,False,4.62,4.73
Sr0.26Cu0.28O5.48,cuprate,False,20.86,20.7
Ni2.99Mo1.35Sn0.27,random,False,2.3,2.32
Tl5.82Pb2.72Sn3.61Co5.26,random,False,3.11,3.52
Fe1.66P2.65Tl1.89,iron,False,5.86,5.63
Ca3.83Cu2.37O1.19,cuprate,False,36.12,34.13
Fe4.19As2.18Y1.91,iron,False,7.72,8.17
Nd0.43Cu5.76O0.1,cuprate,False,16.0,15.34
Fe4.57As3.68Nd1.15,iron,False,6.51,6.47
Tl3.75Hg4.5Cu5.51O1.54,cuprate,False,46.65,43.27
Y0.42Cu2.12O1.14,cuprate,False,34.56,34.02
Nd5.85Cu0.35O4.53,cuprate,False,17.66,15.04
Y5.62Cu3.97O4.03,cuprate,False,35.13,32.21
Mo5.04Fe1.75V4.35Nb5.32,random,False,5.23,5.61
Fe2.92Te1.23Y3.96,iron,False,8.67,8.82
Cu5.97Zr0.92Co1.92Ge2.53Mo1.41,random,False,6.85,6.11
Nd1.85Cu4.49O5.27,cuprate,False,30.91,29.72
Hg3.5Cu2.31O0.25,cuprate,False,28.15,28.11
Fe5.34P5.81Tl0.76,iron,False,8.32,8.44
Si0.87La3.16Ca5.7,random,False,12.09,12.52
La1.47Bi3.89Cu5.77O0.8,cuprate,False,23.16,21.71
Fe2.72Se4.11Y0.96,iron,False,7.2,7.0
Fe4.0As3.1Tl4.11,iron,False,3.98,3.9
Rb2.26S1.31Si5.29Hg0.34,random,False,10.65,10.45
Fe2.89P3.16Ba3.05,iron,False,10.7,10.64
Zr5.99Ti5.78H0.2B3.44Cu1.12,random,False,29.8,27.8
Fe4.53P5.63Hg5.1,iron,False,9.06,8.8
Y2.04Tl5.7Cu1.81O1.37,cuprate,False,35.25,33.27
Fe4.44P1.55La5.99,iron,False,7.58,8.2
Fe3.69Se0.51La1.05,iron,False,9.0,9.48
Tl0.68Nd4.95Cu5.97O4.05,cuprate,False,44.05,39.8
Y4.76Hg2.29Cu5.37O5.55,cuprate,False,59.33,56.96
Fe0.91P5.52Sr5.53,iron,False,9.72,9.51
Ca0.81Nd3.87Cu3.87O0.24,cuprate,False,35.01,24.61
Fe0.86Te0.73Hg0.65,iron,False,7.61,7.84
Fe2.82P4.82Ca5.53,iron,False,16.59,16.38
Mg1.72La4.24Ba4.09,random,False,5.76,5.7
Fe1.36P3.86Hg1.48,iron,False,9.12,9.47
P4.51La0.83B2.82Ca1.91Se4.43,random,False,15.7,15.75
Rb3.06Se1.63,random,False,3.06,2.75
Sr1.26Cu1.37O1.44,cuprate,False,46.53,31.94
Fe0.74As1.88Nd5.64,iron,False,5.05,4.97
Tl2.57Cu4.53O1.9,cuprate,False,30.83,28.64
Sb5.63Zr3.92Rb1.68Sr1.92,random,False,4.13,4.09
Ge5.19F2.4,random,False,3.48,3.66
Nd5.5Cu5.83O5.89,cuprate,False,30.68,29.04
Fe4.83Te2.87Bi4.34,iron,False,4.3,4.36
Nd0.78Tl1.79Cu0.89O5.2,cuprate,False,24.46,24.07
H1.11Hg5.18K3.6,random,False,27.26,25.12
Fe5.33P1.08Ca5.12,iron,False,14.19,14.3
V1.11Fe4.22,random,False,4.91,5.14
Fe3.08Te0.23Tl3.62,iron,False,4.43,4.08
Ca1.54Tl1.47Cu1.39O0.21,cuprate,False,37.95,34.85
Ba4.64Cu1.98O3.07,cuprate,False,43.94,40.02
Sb1.83Ti5.8Cu0.11Ba2.42,random,False,17.28,16.24
P4.61Bi4.87Mg0.96F4.34,random,False,11.31,10.89
S4.08Mg2.88,random,False,7.98,8.0
Ge0.89Y2.56H5.48Mg2.17,random,False,24.79,25.33
La5.6Cu4.22O3.93,cuprate,False,29.15,26.38
Y5.84Bi2.87B1.92Si2.25Nb3.57,random,False,12.12,12.13
Fe2.15As4.4Bi3.77,iron,False,4.26,4.23
As2.87Y5.11Ni3.54Cu0.13,random,False,8.17,8.49
K5.24Sb1.27Ge1.34B2.49Hg4.82,random,False,14.16,13.76
Hg3.58Co1.2Tl5.88,random,False,4.42,4.32
Ge4.29C3.51,random,False,7.46,7.41
Bi4.88Cu2.14O2.23,cuprate,False,9.08,8.79
Te5.63S4.15La4.12,random,False,3.37,3.41
Ba4.73La1.65Cu4.52O0.9,cuprate,False,44.6,29.54
P3.05C5.88,random,False,5.66,5.71
Ca4.9Sr4.82Cu0.89O4.04,cuprate,False,50.26,44.93
Ba1.51Cu3.5O5.07,cuprate,False,50.62,47.08
Tl4.77Hg5.51Cu2.93O3.51,cuprate,False,47.74,46.78
Pb0.88Hg5.17Sn2.14S5.4Y1.46,random,False,10.89,10.74
Se5.9P5.37Fe3.92,random,False,6.38,6.33
Sr3.28Tl0.58Cu1.73O5.22,cuprate,False,60.11,53.87
Bi3.28Cu2.36O2.99,cuprate,False,9.71,9.76
Ba0.71Sb1.01O1.14Zr3.44,random,False,16.08,15.38
Si4.88O4.69Y1.87,random,False,10.4,10.28
P2.78H2.41Sn1.95,random,False,4.61,4.25
Hg4.73Cu1.02O0.47,cuprate,False,25.16,25.83
Sr1.33Nb2.75Cu0.66,random,False,7.98,7.67
Hg1.66H5.27Ge4.33Ni0.98,random,False,11.06,11.12
K3.7Ge4.2Cu0.98Tl1.47,random,False,6.67,7.56
La1.36Tl0.79Cu3.04O1.13,cuprate,False,45.17,40.93
Sb0.19Si3.94Ti3.18,random,False,13.47,13.19
Fe3.23Te3.09Nd0.71,iron,False,5.75,5.55
Nb1.12O5.4,random,False,3.69,3.47
Fe5.17Se1.91Bi4.25,iron,False,5.42,5.27
Fe5.63P5.3Ca1.06,iron,False,12.26,11.6
Bi4.9H4.81Zr4.14Se0.74Ni3.01,random,False,7.42,7.09
Fe5.8P1.88Nd1.55,iron,False,9.6,8.61
Sr0.34Cu3.42O5.3,cuprate,False,38.68,37.61
La0.65Cu4.27O0.39,cuprate,False,23.11,40.98
F4.81Mg0.25Mo0.82Fe5.17Te0.2,random,False,15.37,14.31
Mo5.17Y3.94,random,False,3.77,3.73
Ba2.65Nb1.41Sn5.27Ni5.92,random,False,3.55,3.63
S0.35Y0.45Cu0.55,random,False,16.76,16.06
Fe3.51P2.7La1.16,iron,False,8.51,8.96
La1.48Cu5.84O5.47,cuprate,False,31.04,28.66
Si2.11H4.98Bi0.39Zr1.68Co5.8,random,False,13.14,13.17
S5.14Y2.38Ca5.79Ge1.2,random,False,21.6,19.8
Mo4.63Se4.52Pb1.64Ba5.71P1.04,random,False,15.0,15.3
Fe5.19Se4.21Y2.94,iron,False,9.16,9.0
Nd0.94Cu3.72O5.74,cuprate,False,28.0,25.91
Fe3.55Te4.07Y2.96,iron,False,6.95,6.64
S2.14Ti5.27,random,False,7.41,7.06
Sr2.85Cu0.81O5.2,cuprate,False,44.35,42.68
Ni1.7Te1.02,random,False,2.52,2.8
F5.71Y1.35Mo1.34Bi1.78,random,False,9.3,9.49
Y5.35Tl0.39Cu5.47O1.36,cuprate,False,44.31,42.43
Bi4.97Y2.16Cu1.92O4.72,cuprate,False,18.31,18.31
Fe1.69P2.38Hg0.76,iron,False,10.34,9.12
Fe0.3Se1.4Ba0.16,iron,False,5.86,5.47
Tl2.39Nd1.89Cu2.58O1.52,cuprate,False,41.98,38.74
Cu1.21Te1.63V1.97Mo5.11B1.71,random,False,13.75,13.46
Ba4.39Sr3.04Cu3.13O0.49,cuprate,False,38.67,26.06
Nd3.64Ca4.06Cu4.9O4.68,cuprate,False,54.13,51.73
Fe1.91P3.89Y5.9,iron,False,8.86,20.78
F3.91Ba0.23,random,False,5.85,5.54
Bi0.2V1.23C2.56Co4.25,random,False,8.18,8.31
S3.25Ge5.11O2.04Sb4.31,random,False,4.44,4.19
Fe2.99Se3.04Hg2.37,iron,False,8.87,8.89
Nd5.69Bi4.22Cu1.1O0.55,cuprate,False,18.16,17.43
Nd2.92Y3.1Cu1.46O1.15,cuprate,False,39.88,39.24
Ba1.42Zr4.49,random,False,3.83,3.75
Fe1.47P0.45Sr1.26,iron,False,10.77,10.38
Fe3.58P3.29Ca2.21,iron,False,14.29,13.7
Ba5.34Y4.4Cu4.61O1.46,cuprate,False,47.38,46.92
Cu0.83Sr1.03Te5.42V0.74Co2.58,random,False,11.16,11.1
Sr4.25Mo3.49,random,False,3.73,3.92
B4.19Se5.59O0.39P1.65Mo2.84,random,False,8.07,7.64
Ca4.81Hg5.31Cu1.65O1.13,cuprate,False,44.96,40.37
Ni1.38Fe3.05B0.96Mg3.44,random,False,12.85,12.44
Ca5.43Y1.47Cu5.13O3.32,cuprate,False,50.61,40.98
Bi4.11Cu0.55O3.2,cuprate,False,6.04,5.9
Fe4.56As0.68La2.39,iron,False,7.07,7.26
Fe3.35Se4.69Y4.67,iron,False,8.22,7.79
Fe3.33As5.99Y3.99,iron,False,7.02,7.31
Cu2.83Te5.76F3.28Mo4.85,random,False,9.59,9.16
Ti2.66O2.48Ge2.32,random,False,10.72,9.72
Cu5.01Bi0.73Te5.86,random,False,3.95,3.67
Tl5.02C3.07,random,False,6.41,6.1
H4.78K1.44Mo5.56S3.06Co3.06,random,False,9.39,21.1
K5.47Cu5.89Y4.81C0.94,random,False,18.9,18.6
Fe3.58P2.73Nd0.15,iron,False,9.02,9.17
S2.57Bi2.59Si5.66,random,False,4.49,4.61
Hg3.69Cu4.41O0.34,cuprate,False,29.97,29.58
Rb5.34O2.69K3.32Sr2.04,random,False,16.39,16.18
Ba1.64Ca1.2,random,True,2.84,2.88
La4.83Zr2.94V2.34Ti1.92Se2.5,random,False,9.13,8.92
Fe4.9P1.07Y5.96,iron,False,10.63,10.44
Sb4.51B4.81C1.84F3.75O0.26,random,False,4.05,3.89
Fe3.66P4.76Ca5.09,iron,False,15.96,15.3
Hg3.37La5.63Cu3.98O0.13,cuprate,False,40.59,41.5
Sn1.5La4.83Ni1.56Ge0.18,random,False,3.15,2.89
Ca0.21Cu5.75O1.77,cuprate,False,30.41,31.19
Fe2.33Se1.23Hg1.24,iron,False,9.58,10.1
Sr3.75Bi4.92Cu1.24O4.98,cuprate,False,26.22,25.01
Ca2.15Sr4.54Cu5.23O2.74,cuprate,False,46.77,35.47
K4.95H4.21,random,False,15.47,15.08
Nd0.45Sr3.53Cu2.51O3.25,cuprate,False,56.39,52.54
Ca0.9Nd1.77Cu1.71O5.4,cuprate,False,42.75,36.22
Fe1.87As1.93Sr5.09,iron,False,7.14,6.46
Te0.89Rb5.18Tl1.0La0.12,random,False,4.44,4.63
Hg5.54Cu1.84O5.54,cuprate,False,33.39,35.63
Hg0.41Ba0.23Cu3.87O0.41,cuprate,False,38.47,26.95
P5.78Zr4.69Fe2.86,random,False,8.79,8.36
V4.79P5.31Nb0.22Rb4.3F5.04,random,False,14.4,14.83
Fe0.39Co2.62Se4.38K0.11F2.88,random,False,9.11,9.08
Si3.5O0.48V5.67As5.02Ca4.55,random,False,19.65,18.14
Fe2.75As5.71Y4.37,iron,False,7.11,7.0
La4.2Y0.28Cu3.92O4.14,cuprate,False,39.19,37.94
Bi5.79Sr1.96Cu4.25O4.65,cuprate,False,29.28,26.69
Mg2.13C3.6Tl5.01B5.65Cu4.18,random,False,17.11,16.99
La4.57Cu0.76O0.33,cuprate,False,19.62,19.55
